Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
26070,26024,665,388,53193.44998587902,51775.30138906518,372.0828030233223,838.6363049317491,1129.768048974292,223.7931361009206,721.3771941785294,1113.8638679205021,950.6887445775642,212.99012814235746,243895.40404164934,526986.9230002457,806957.3133002042,813316.8397233905,399092.28678546916,203766.7931107424,133032.20631280832,949337.5274963807,350915.21866416384,209598.98649661514,546974.2740201015,589234.1171568056,215632.74072818816,447843.2194283306,265868.3545068278,551014.125785618,0,0,0,1,626,210,922217.5374264794,949060.507208106,490.79251587422027,947.2138953222154,112.30204179530962,99.89525851175424,122.31240818094236,0,0,1,1,1,0,1,1,8.196881107969135,984.8237164139274,1421.786565420639,468.3886436911532,223,908161.8313283878,983428.4534196311,741725.1792120675,169451.65757352542,935658.9803864418,997118.746148465,8,919112.9269738421,804,282603.78504217335,2307.29939673982,22533.72933261503,4,713,862849.0761640468,890153.7523930938,231674.62989915066,892241.7331067091,711408.8881181593,594598.7935799906,267700.17156514357,260616.31937697393,BENIGN
13767,14793,537,453,12930.227355849986,12918.92708145077,581.65858932695,44.96564645362561,783.8795222004202,188.84016854631108,1115.9263222767663,104.70255883665452,1459.5809467424863,475.2767282782989,804603.5359476892,265897.6064846934,691025.6121342514,558054.7993008058,309609.938396705,46306.54327699579,726649.787410897,155295.55917034755,39182.414403571616,97927.88003435182,510134.4375818495,757546.4318549294,909730.6119788174,780139.8417459198,572425.8891496898,663214.919181642,1,0,0,1,1225,1122,654712.7940422938,395872.2558571819,419.19642755655974,488.24313760546687,556.815944174047,66.22951342952882,15.491983433067736,0,0,1,0,0,1,0,1,2.2827148438481295,749.4118338180249,893.9979882292064,1439.7426443511526,192,728628.329802562,853062.1350515857,737329.5498497123,857014.0366631818,842995.2762421869,323452.07201506634,349,957889.8689524265,816,643138.0625964873,38158.87132259492,64206.99822276657,983,969,202488.75940809064,619951.0039166599,264311.21340627753,397356.19982690096,842147.9575419169,722.7805443047464,901745.671655106,775731.0072198154,MALICIOUS
28006,28384,314,548,36808.62512875847,11028.439545318523,870.6417539328984,353.7903652004107,212.1574840346308,460.1506172520462,147.9409595208962,1231.8426749269875,1364.866626092212,239.61242683568202,274983.5862574347,903402.6794278217,783635.294337027,482546.92576416204,544233.506538534,655525.5631784404,671147.1282524125,665635.6663255087,653064.5819684064,897722.7503011912,70602.28468193242,139236.4183696049,971666.9621568194,180331.15890597817,465972.6114015661,910659.8670300251,1,0,1,0,893,929,658278.4709773792,926513.6183236925,277.5781504035306,303.57241279782903,1029.7268817699269,168.2922752167948,136.15491089217997,1,0,0,0,1,1,1,0,1.3486035365630256,731.3386532779244,23.472066666295145,1493.7551034168255,757,748698.8890848107,988198.1159149619,62200.962610738155,684902.2065395329,232513.68548068663,336271.9747822077,44,298478.68203139736,818,395166.44163890893,27267.64705818026,39264.12426622951,432,398,681061.9515945163,295011.937919727,761974.016082429,800064.7697871401,485499.9486716489,157709.12003882497,303930.3755371159,2146.379802440368,BENIGN
5850,79286,28,962,16241.218431757738,50587.652870188525,503.5488682187358,924.0008716362591,1443.991932815781,457.42210613877495,828.7616778387608,731.2633026473962,938.6692229319468,382.61523917270335,268051.21363378904,912110.3573751306,460069.4484186657,889142.14787468,659984.0754446036,339614.18939828634,666750.101807048,736105.7618175343,978014.3834747222,690082.6222713031,593825.5997804316,264109.74989566836,281633.99523155286,192939.11703508394,449358.508649092,794344.6410563749,0,1,1,1,557,826,721270.3350033172,214106.10090234838,1355.974072534491,1233.7964639478034,1016.2920550120058,133.92093715086716,437.5080511234633,0,1,1,0,0,0,1,0,5.8149092188733364,1498.565785421842,494.89947121443294,76.29459825779938,1087,64665.817969545846,127279.53723267527,406950.3328502464,59618.857247151434,849424.3900385189,874359.9011286875,684,641269.6188488913,773,810729.8754275235,8576.783798008315,6931.07181564904,439,1296,562899.973421332,458351.17146061134,953610.7743559908,23227.461096992363,92838.25487193053,844932.056565795,597763.6823279654,926311.1204280495,BENIGN
46121,31578,246,425,60626.561988394045,55541.236155615785,591.7236848566017,1135.3517783602772,1101.2788744275308,222.4812100683795,1204.8756037276235,56.173860846038814,1143.557847594998,138.3213409990473,849887.6807623394,163977.3467388087,174379.46327768327,385612.6160966412,653314.7354994387,759582.9773137493,550229.5396292792,660258.8327031131,303368.4174065785,908082.247336856,473878.1871426403,483150.9553523673,786718.7203204863,816226.4299872622,561392.0061554207,656615.9245640134,1,0,0,0,260,1181,621246.5909670078,631961.7819921825,102.31366164700472,400.3755951057812,1457.9592567054806,122.78108491587648,58.10973469684505,0,0,1,1,0,0,1,0,3.026255840048071,1244.995060714731,986.7217179065645,563.9713026282126,1377,912060.2086728257,890223.0747370535,446039.318835618,106892.79221145398,598102.2997289817,845329.3871515165,515,60198.96258671986,869,722072.6015846396,34586.090934719774,38882.40626344906,659,699,762482.3970559306,423893.4610643666,14931.116340308638,709904.9287860744,410630.5186811191,837640.0772986285,295674.24674173637,942172.893970212,BENIGN
54903,99610,280,359,38664.581198787106,41484.83069725615,378.5960898957096,343.335397532847,353.2813456214009,438.7501832604441,450.9597376357214,356.3608825586318,68.59307484177157,125.77761178180357,238419.31025131303,230908.15543321165,622219.2456536593,323557.46795697947,873076.5098428156,285422.90346375556,46064.38438396121,55443.54196130774,395407.30273334915,473872.8018179824,146602.98155923258,202832.6620523251,346843.3558217925,48862.42815631714,194969.74879732254,148912.69687476216,0,1,0,0,1151,430,693045.5824732479,43879.819413016216,116.62198921903261,344.19486859544514,686.9734758728209,246.23067894446416,468.77479666949404,0,0,0,0,1,1,0,1,9.940886945278981,512.7245922410707,1404.4819426710044,1083.3938130808356,487,991438.3026078213,928084.7766144247,960856.5200195782,261227.94865819332,593702.976654473,215817.66329669626,994,323449.3645998819,418,678906.1099483769,41089.43649530338,13669.099949668675,813,1165,666174.1941626227,264204.5472353316,91205.79815233509,614780.9105979698,237681.36565767272,218701.40057975386,400627.21075710526,89463.444649854,BENIGN
51294,1823,749,621,28805.31611390457,45120.213319981835,1029.0897909164864,13.118818871501347,1255.2481882809302,244.23586992260803,559.5739160837364,1117.9488092094016,1030.5727423769963,434.3863668849141,909459.1121350442,839552.2487554399,280851.243180115,608723.1394193388,48130.030832954086,697208.6445722504,189350.24455280858,318884.4020342496,913717.0343462166,739571.8191554943,397620.58148952585,243659.35317416376,918848.5707170706,699095.6501980408,936440.1689256642,79670.5952618737,1,1,0,1,1286,20,508127.70832173113,709766.3817978379,1413.0366765036722,228.6474451098222,1445.1196814911152,323.39669086450726,120.05479604990693,0,1,1,0,0,1,0,0,2.524515018537988,634.2386935796665,1482.3621740175056,583.3598350723909,893,369125.1373550408,559692.8043410179,443639.98587741517,952902.2139245641,958823.5905940057,512880.38081476017,199,406711.5228044569,313,324523.6081318602,17329.85657983942,1275.5766544143987,444,146,226820.64979069505,823724.1713556685,471696.76064268773,702309.5756352819,292842.6913107373,461364.23487431265,202104.42423513086,676144.347117115,BENIGN
13710,21878,46,191,37821.60200650065,22945.724437261593,553.7944806282017,1475.0640405920485,139.25508456731183,336.50995337194917,100.67679203563462,1158.7665129613795,1234.7443109027665,357.6754031275436,353776.4451996107,214648.04086514798,521256.3977323198,665718.773621746,401354.30553623807,805160.5606952648,905213.2094322762,201807.04537943084,561250.2413144689,328669.40378919593,636735.8980932402,38069.14319265464,700920.6609634467,174268.40392702748,908087.0578590301,389997.30231793027,0,1,1,1,1209,198,822289.0889640662,282067.31899828097,1126.4873476357445,1480.091304891202,339.2299201028872,198.47050526129456,319.6778822012968,1,1,0,1,0,1,1,0,3.345793848003995,1148.3918206949788,1054.2836363748227,154.90454507013902,574,256862.40745386202,711350.1424166831,204115.0675402129,853670.8511874108,223482.24427216567,531766.1018033274,321,789482.5210364521,173,368477.63925576373,49196.048886693265,36938.4002970917,463,1068,391171.2056347909,346753.6784284675,748464.506768368,250229.2542551311,801189.4571324947,931532.5734065132,198701.95459849128,932307.5500977853,BENIGN
54172,80560,970,207,17769.502389947964,28210.73749157903,1222.6013475866248,1197.3963426190744,223.86788824789994,26.651506882233612,328.39234200791583,250.52378253511816,554.7429531554901,160.57565270027263,256997.97318400553,938593.9288540791,248585.6587104931,64553.54878690134,278432.60728560813,646127.9748767918,832186.9820134408,895279.5889349512,325426.1193141416,750483.0639840994,27883.52270692418,593803.2638823977,566374.3103534774,672433.7688122119,885739.8841045747,123387.46330507234,0,0,0,0,1148,1253,209204.8165405763,508798.06079900527,1233.3634061716832,432.72796411558494,667.4890384228846,59.60290716233197,265.9022234129946,0,1,1,0,0,0,1,0,3.3823503621028426,230.54782932564598,147.8771216489887,933.1323657641132,830,78055.27186702199,556419.7534072502,643356.0088638344,725317.8678453412,671697.9194269497,911033.5643273809,339,142621.92334495415,622,736169.1508761421,47473.96364628844,25857.59571470946,94,879,817654.4310321276,546905.7427916889,543784.4886280984,291743.6291098451,364733.9499982698,933994.5090959865,192212.80901887105,552514.1925539271,MALICIOUS
28042,20091,360,422,43968.21115645674,25425.94663867227,336.88887309753915,1042.707089740444,33.183519670511416,218.137041422035,1015.1940077492567,306.8660833467026,1474.9674285902593,22.221784572913737,328816.22917172115,364167.1227541071,706877.4627991803,783239.2449153103,498501.162371128,693080.2194600191,182623.03458245666,774960.7931311498,717455.2628041693,33374.78917523662,874123.9426178501,512783.2711769903,145161.4222686425,701812.2712670399,710329.7521187707,486828.6346593055,0,1,1,1,137,1312,518960.2661913294,308041.10809519404,1173.6701480061686,835.7884106524757,1427.0985324375042,143.91441915195958,259.4995299026954,1,0,1,0,0,0,0,1,5.5222145701179715,1106.8502416234012,529.1231498555993,178.7680349447874,888,943647.8272996406,615505.7512036865,167964.9105247709,538755.3306495618,971741.2169264244,356484.6380180957,394,197587.58295975122,784,553426.9668702373,29349.211158341037,6876.479795305623,174,1,274231.6271931762,412992.1628695297,739806.5432521139,975902.4018762729,484194.62042578263,676630.0273544355,328623.22431300196,645729.0316463127,BENIGN
30917,37359,697,951,59211.0825793399,28772.79492425937,1461.314120813375,276.5919597229249,908.4098916481015,331.1964739624757,1445.4963820010373,301.0402058866505,798.5821247255366,149.94979938205077,42711.10657280308,956302.1021308502,170862.03342144823,930562.9034562915,395938.29242402635,494631.23272300913,156963.75785044435,660890.1403468814,566087.2473427113,711357.8120875566,999313.5017495622,753296.3120297332,528642.8789528286,162428.96599428248,947222.9358084865,57381.22750769448,1,1,0,1,98,944,448271.60519706545,757704.9404651314,558.7209193450794,1366.2092652425963,90.01950001494735,36.770071594048716,308.25986048073713,1,1,1,0,1,0,1,1,7.967312791311791,606.0084231553344,1115.869196623295,214.97033342498207,1015,351587.8513239555,439939.4318242666,991658.7050249897,852010.1053368014,511739.4535194676,322569.63653011696,392,774343.9247039045,222,762069.3642557118,16409.931623397537,11225.783466259429,754,516,159625.7619382786,133341.47190117207,420058.4329412382,194302.63500179246,730392.4408568167,388928.7400600111,648015.7892134935,389667.7570962356,BENIGN
53684,88414,795,141,64726.91098283831,56017.36299254004,831.7083681168015,653.9438727127775,1402.01358711424,2.3393173990824967,1125.203917801752,796.7080984335864,1347.085856142802,78.19047906822485,8497.33121304208,927567.686622523,127846.93121321077,961219.3269712435,574317.8961744653,261880.6578712507,482213.3149391339,221538.04373252785,998678.1786893925,632223.9836075885,774090.4280192456,409759.98841613246,481767.3609355733,46621.262107773175,878122.6644864494,153391.72449503624,0,1,1,1,66,1455,109451.3902168478,280084.31677810755,994.0792859105194,261.2795510357375,206.89444040876214,466.3103579801845,218.0217501752176,0,0,0,0,1,1,0,1,1.364509834995239,813.5207698685902,293.07205370926084,604.6288601491156,462,726500.9479835251,726731.059998212,747742.3647342429,244864.2291476346,909313.354848374,239090.08085085425,807,712168.8408251556,710,403182.93182641704,19903.071534779567,37802.13260407291,787,541,703796.5708460805,530140.3701166513,197077.9427338648,681100.4827270702,65185.59648271549,304371.4788219838,819528.7048525604,624774.589114725,BENIGN
44393,16403,213,286,41624.25166066951,36429.78040084352,1013.151539047017,1115.769177260584,771.7714860819464,138.39817620500884,1410.4520073293227,1394.279667288539,419.0876864466277,377.6076446286764,780666.8926150461,830894.8612176959,801396.0767322464,105120.7171748897,859814.3923272539,417257.4400459501,779569.8137597438,222390.90132773574,842429.6321730891,249468.58853977371,248882.70335736085,945005.5975639531,677235.9654464538,572482.7243419333,565547.116083894,721193.6870438431,0,1,1,1,1238,837,263220.73636884324,435539.40815794555,689.5858936255603,548.2820455761071,1252.4814221163722,368.6485993945759,371.1402928483277,1,1,1,1,1,0,0,1,3.621500261014413,1335.2792994569652,458.74214329942413,66.02676397042912,952,283185.860354674,133421.5472188479,800456.2663593619,187963.32188661603,255145.9308224695,478924.1711652037,519,738521.5492832139,986,335850.2679644799,29067.476755603082,60564.6015780908,382,728,255681.76299057066,51978.88821055397,894918.5217727458,107186.2040219963,775413.3424667027,796517.5976157797,567584.8036691718,191422.0605903617,MALICIOUS
21872,46834,336,966,58526.28602519882,15388.710990085867,1183.4454781695274,392.75959577653856,914.9220158947229,161.6915881358662,892.673715151736,823.5953426594465,1098.1249078616347,12.617231241095261,712325.6076628965,923411.7477691901,798166.3592089536,588169.7302699087,292475.55363201536,947469.5562065825,152975.80825961355,147065.3317173737,692129.853929547,490110.66448966746,37434.35639523174,69574.603165098,169703.29838374266,698614.5311001856,904576.1003664415,517340.0659944286,1,0,0,1,1357,1421,944268.949342258,446427.19953267573,460.45983917464144,936.3002090772686,1301.029887863853,491.9923096470246,357.39127717959576,1,0,0,0,0,0,0,1,5.107558889916986,1386.3263897419674,1494.5935154509996,1369.7861784770814,710,190018.0699372107,867421.3414159067,301504.8124262834,384331.4651758334,987091.8019644454,109986.3359117309,900,77893.56869159269,305,548245.4880985479,45968.38796035411,39405.3072100327,680,149,418193.2763796084,964608.7988100419,176888.84603088352,530318.2989505439,611717.5719972563,846231.9867844477,661419.0882726318,10119.92516859228,MALICIOUS
27902,45539,864,205,14773.094767112902,6657.413779957118,545.896283211214,1370.499030142201,1348.0681161934506,265.937541725372,284.8671287541175,227.45518050747492,1237.2537510230306,240.83234368864993,751080.9805845777,91237.3084158461,166332.45645658256,459707.2209523743,623707.579453136,50960.32948253781,102982.52705277922,698081.652995508,25476.95513058368,622149.0428689438,647374.5922942107,641258.1819911976,206981.5852429877,54713.54119135652,780143.5394447985,785356.2643714986,1,0,0,1,1072,704,103766.20667325564,636697.704159331,1160.6430315484286,1011.7618694821111,1464.1946181955818,146.09527366481188,109.50649159607711,0,0,1,0,1,1,0,1,8.136660319208694,1031.9526320239195,128.33000560534873,428.9109398576037,398,635025.8472709948,151963.75500288582,557697.8253099745,466011.4695663566,738903.334727251,671221.3442509591,533,117012.35825958711,174,909777.811508823,22032.96649986923,32690.292659461487,354,316,276019.7882800092,492533.57263596443,478757.7265950657,952333.1067210275,146516.4862749727,996925.2259815424,514278.4370370361,154441.22810996432,BENIGN
13033,42831,46,728,49428.33219367051,16437.72044586721,117.75159306976762,343.4389938695152,1218.7200323368788,91.52359680054289,830.4611743695548,1393.4630027469357,360.3407381936451,181.64026751061286,492798.43412075297,708801.1132013523,445782.8931811287,206849.10444789683,915914.1406049307,29881.342577557036,485362.50584743446,975760.3520961539,850397.5748739147,35532.901076704926,73210.16127887592,644074.8704412408,216516.280461884,547359.0268785415,769840.5388573596,716853.5967042702,1,1,1,1,230,257,948146.2257187515,291532.6333312802,43.6464119605553,366.52149482567233,365.3238049036059,435.5401612700178,276.02770496963564,1,0,1,0,1,1,0,0,1.7393694605419152,110.67178465694916,704.3845284126016,295.286224799265,698,387191.2273031043,927590.2034620111,764271.0158603395,776929.2448777786,982954.9708418708,776251.1353564766,66,288662.3447933895,795,654029.0717665339,18065.637478888097,32989.84386996731,258,592,984495.2291750698,742428.2622271015,9075.383240118474,205607.98756543995,489143.17318717483,321069.36931852216,47455.800271090644,768188.2922284133,BENIGN
39232,6228,783,956,34762.889260115466,15091.976008202682,583.0197466026891,980.1462822704442,561.202191268678,428.98968245497775,1054.5070568716812,11.110006751339164,1223.7043223325802,74.43341353788242,200466.53540731128,499697.10876656324,45960.61579118593,84093.36195586003,623868.6236889472,797079.2859575565,295502.93845434283,585521.0063294152,592993.8467752611,578985.896911451,171271.2753470128,465476.27090257214,863976.7844409376,848007.177486346,838197.2840783289,882410.1855444778,0,1,0,1,353,295,921544.2255157592,582859.4504707876,288.2822747626587,452.3471180033628,385.75511515573464,272.54566451613044,414.7320945800192,0,0,0,0,0,1,1,0,3.3281868128203653,1358.49107392492,280.31767546846396,1140.529745078548,378,818099.5929304216,348015.7173043299,711952.5713822244,813016.216942659,354451.7627429838,762811.1883114121,540,922313.9561003689,658,487512.0113355763,64577.83990146272,3265.323671876809,834,315,977042.5784204631,618481.1440407519,459273.7967529067,265274.2738760686,895987.4702587798,501384.93269112427,787308.7112766727,912443.9168118433,MALICIOUS
20806,54911,749,548,36468.75913762576,29625.615061702527,29.875425539741983,1153.1999769492868,615.1454184172715,130.76932935460096,523.8743846187027,617.5919743538866,158.63078994639417,261.1996887196083,643420.3125985385,122172.6469912815,154489.71618514386,290883.19688605337,718352.7594490779,835153.1284564461,727893.5208273396,502231.0652977199,337569.19386423664,701162.9775976008,726498.5343609102,966708.4690988436,549063.3263565262,687026.4659807368,509850.49616711633,563479.9507181626,0,0,0,0,1118,121,343632.87284679554,934209.3641041422,115.90165725685864,1247.535912236042,1030.4524875488773,52.29374834624301,286.2431256249637,1,1,1,0,0,1,0,1,8.069503386454356,105.40096663455944,809.9269387589709,1291.8273271704215,1110,578332.2759837122,397747.2934177193,567474.3171785991,833385.174589968,89667.7234935277,524577.7509874147,398,927586.5667066112,871,263138.85138844285,4030.936359721537,65527.129036438884,193,1224,835218.0617334625,365355.80116942443,972187.6564291776,322557.2205159296,664346.9807241148,665582.0505463321,374471.96590960486,360066.72404298355,BENIGN
36115,14897,587,758,42006.568256181454,50701.12174921975,803.4439808735449,149.5614281434569,1210.327373790673,486.3746966709931,1129.8165447603049,1155.1139902328111,922.6557603795878,259.4730277480663,234780.74279332007,671802.1539301819,858282.4742560668,973291.8206214219,329118.65140273556,725434.3298378224,34336.865640783086,357125.7793153929,647480.2716986462,46308.74525582673,955119.3980584554,351115.4404908486,147761.53718009344,769639.1167240663,930578.4972368615,685348.1714612509,1,0,0,1,416,754,513983.79286366625,817709.3807748263,1364.2153324420933,953.8994801867809,1391.9003398801199,77.42773196065778,338.52805371758507,1,1,0,1,0,1,0,0,1.4894360730471001,320.76733785450875,1154.6279497146568,672.8466269510836,255,885059.3637640382,471326.6978706861,914446.3412428969,198966.292649004,123748.89091131957,388990.78073005256,308,713501.9794029512,883,146725.7719299021,6409.120249428537,13781.786984526392,194,983,906529.7900340164,328435.9620807372,964024.5592274015,808549.9378649207,242653.02808038192,779928.4537233333,791809.5389972223,204690.92135651113,BENIGN
38929,90612,284,361,14139.019741423528,41541.70478819037,40.71373671686002,457.34285976487377,44.27033184590784,446.28459622580345,825.5325357015856,289.6026772585748,1339.6742267054115,115.31994012296659,101564.12485237465,234543.47180861235,390757.71943458205,447186.4150231531,822731.2283239083,200943.35668699504,550691.8601884433,703743.005218366,432242.6266588951,434140.5093505154,312098.6665795569,186752.66821031133,439462.90930479334,382639.9472012912,530237.5778641381,663338.1067620934,1,0,0,0,922,1413,324609.342464568,470278.65917066357,1243.2865446190376,898.2919964098255,149.35257350905107,337.46897463789827,81.05086579431631,0,0,0,0,1,1,0,1,9.917911710482631,1143.3545178446655,679.5630176943617,1391.5456802484582,98,341513.42625149863,117414.29249104929,477458.00763557246,888405.6528154525,660203.143434704,759917.7040895779,209,337631.6250340108,280,673806.5547311006,7134.886022879484,33334.146649956274,547,1119,153921.36127066403,326107.40188403433,475419.07908776804,782121.8278468258,286378.2323690748,699684.4678118847,933040.9658144638,783042.5263315885,MALICIOUS
60567,2683,843,842,44349.48410241765,59269.058721614296,188.477427290067,1104.045733144448,1017.5900797941447,68.35252297260163,139.88828029842503,600.4495017876636,566.3644316881428,103.15065362558961,488791.11652166443,44299.48861991184,899454.3601817312,957707.6771281942,54857.69973853294,892030.5152289642,352804.4962080976,669906.0875133544,973032.6827719824,590881.8308399381,621499.3964788275,470427.1287230276,602303.3463950262,997067.3149744226,965032.0436057119,369509.6525724625,0,1,0,1,768,342,265463.1711208526,532687.6989570055,1333.3587169364814,1014.4331737102383,570.5212588058395,260.37428400150867,285.51356969989246,1,0,1,0,0,1,0,0,3.671022211001195,468.167516476764,1277.209308335571,140.16702478567495,1021,997038.6296308471,410678.6674501488,241417.51674315083,791247.4496919657,99432.73721808776,62110.41285206753,247,857474.2209915309,906,962859.5700144258,30145.421688900162,38095.01926728039,256,155,646382.8867330725,235307.89909741245,951912.9803248631,647305.6479814014,321539.4951556194,301557.3885792383,537784.0819175895,888035.7145488951,MALICIOUS
62267,92299,340,735,20055.514304532153,60503.7041345287,940.869516070479,895.0619547678041,424.87933448316574,136.05817787758795,327.3046344874539,325.75394016181207,1005.7033412816688,75.29440988774783,537.6521839970394,576849.8821198298,707243.034559267,824359.4062196498,891353.8284429468,111305.99765103732,18337.4165099609,333584.15342411416,965617.6129175961,159256.26982590923,661096.6275835264,333841.69826862845,951981.3662756595,634574.065935859,175832.95202329807,320370.27329083276,1,0,1,1,531,1314,722260.1604373809,883930.8274706492,565.8092768241755,1261.24928030513,1057.5103803173454,203.85236923782873,497.303375411556,0,1,1,1,0,0,1,0,7.522089722853384,789.3453079414728,775.2025604845961,1352.1278919041351,392,501460.9263470072,478512.3475423317,234055.76966130405,531267.634113029,27170.058309246124,965930.5435123468,621,283205.63468094537,163,599834.4600322336,40243.96018885719,43996.41648061393,409,468,373695.94816107635,141790.33615304425,795955.1202820268,228314.95572520755,557548.8218090304,129932.92227640974,668743.5411110823,338488.3283402045,MALICIOUS
42526,56992,96,670,35191.188839432994,22026.32677301774,1218.6932323463889,1011.9185175608001,119.94642951080564,147.06567760259932,746.1598291488491,77.31210084644985,64.14536959105716,384.96476185222014,297902.2372145992,663435.8617979347,194240.92760494805,1043.244684245437,815625.9234137523,21062.83136257403,86040.69807241566,48555.65575367382,104709.14660991004,45149.78824003191,139688.72986755864,109697.9930849048,58791.04025459558,561449.2297069998,667850.2558791752,171500.1721159729,1,0,1,1,121,297,954959.2617303838,61598.160642574505,994.0055971413725,1238.234135240436,761.5664150643282,338.8671252866346,418.58395533214036,1,0,0,1,0,0,1,1,2.7306154362817914,196.30010484852772,175.81257214666968,886.545536326148,1279,451574.11931565363,186123.1465125911,2951.469116891925,888320.4060484667,838771.7797217914,873989.9348231147,140,62573.95932709997,114,609489.5072732791,20851.296653092973,8634.801288049342,591,1309,687591.9531215217,560120.6756253736,117127.27136312152,871118.9923797944,124256.21982080892,599613.5956278719,714494.4434761801,821598.4300122872,MALICIOUS
49480,48006,679,173,24303.63336675432,37466.87322844979,21.962350273141585,710.9476858907981,1264.5320181368306,329.800528001824,125.9492204084065,420.0881088356197,1006.2360319147566,247.53000348284075,818517.461298989,438853.59594819153,131960.97093655035,478781.6785840976,138837.17786847506,517031.86820133805,222218.22660133417,312664.88841684506,793617.1862033424,589647.9368287536,44528.94818665665,94535.28709224335,894315.8228161692,269883.80006484105,398689.4535023173,849604.2470950991,1,1,0,1,301,1127,675154.8740568166,628079.2974191098,773.8376690745305,10.923029118143413,3.6048542117947946,321.4937763911389,169.3019408885492,1,1,1,1,0,0,1,1,6.070411710648388,767.3196911795144,833.8416966737262,1458.1003155475366,1182,87951.81161948707,681784.8690330925,240010.9574142203,134154.62381393285,527999.4456670057,517571.320289991,214,260018.47601013817,898,100243.47752003981,54147.7420255813,31670.318085556315,297,1279,284289.31080139754,752218.7339294174,882359.113787868,160857.9903686582,185747.8635673837,735768.090933106,821445.3975809796,216180.21540944988,MALICIOUS
32550,54658,370,201,1062.0666885086787,21433.915133359278,684.6882135958471,37.98366609968718,1450.3399190602847,487.3725305030057,1002.3168459610097,1330.98544774676,371.93168031076374,161.42249945616754,769714.4394068923,479287.34677579254,429047.4147977251,367003.36889467767,762392.4243560123,591001.6130002025,277509.8684008328,145091.70954004803,974236.0808955062,526802.5583097631,367833.32193837484,459050.146963206,934726.0687804008,507331.38234123064,746692.4487043873,357143.2973789819,1,0,1,0,1360,143,679994.8936125351,420616.52781103784,1267.4632335004553,627.9527598824553,1091.2363595343966,187.519813593998,114.33600176362546,1,0,0,0,1,0,0,0,8.278922292431186,1088.2203595833564,1357.624931671425,593.7333378550808,64,666625.592677038,154864.2584684522,945742.5076473455,985331.8790681578,970383.8475975099,865036.3631375099,930,495355.5482510844,220,644138.479356669,18728.487549642694,18562.15124189302,238,217,917290.6719902384,309542.0924502751,254072.54473434348,759996.7907472274,60217.685880346595,113698.48769141811,211658.75347909203,968323.6647799963,BENIGN
33398,30057,855,818,26194.911810773672,40262.67340931527,631.3335855733245,343.4963805938735,970.1874022565872,265.6393378062902,319.2436314945513,351.6576244842404,359.5861646831322,182.0166786576819,415439.2793836501,67504.66983631831,230023.52774529255,894835.8306081676,700649.2705372158,61698.294263730306,672606.2527458356,404485.54941504064,425986.45257043577,785250.3024462486,721779.752784668,963327.7853233423,411009.1749774568,696963.2875774119,368205.84417096956,240443.10905448784,0,0,1,1,279,1004,285127.3842643238,416777.59362432285,65.46327865822809,488.7527466216436,222.7221006228031,76.87646369350564,388.95285859671134,0,0,0,1,0,1,0,1,2.745899334860055,1103.32524679448,676.5133637588158,565.6763093634961,752,243253.12889062788,64375.591742845354,495688.8610863861,631595.8586458033,505035.87276035576,160965.49588843068,91,825469.2600983627,881,132203.47869476446,48418.49415354568,13521.416583051716,899,97,738617.2855981453,456980.4151969873,979621.7846843249,117507.25391880146,312674.3142904894,42.007426838019946,373924.7883951993,90744.1815675939,BENIGN
